lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
164,2,105.3,8,5,4,2,0,0,0,0
17,1,90.95,11,3,4,5,0,0,0,1
90,2,96.3,4,12,4,3,0,0,0,1
43,1,203.85,8,15,4,2,1,1,0,1
73,1,72.12,3,17,4,3,2,0,1,0
303,0,78.0,8,19,3,3,2,0,0,0
54,0,62.67,12,31,3,3,0,0,0,1
128,0,85.5,8,28,4,0,2,3,0,1
43,0,123.9,7,19,4,3,0,0,0,0
221,1,96.0,8,12,3,1,0,1,0,1
33,0,62.0,1,25,2,1,1,0,0,0
27,0,66.0,3,6,3,1,2,0,0,1
36,0,91.0,10,13,3,3,0,1,0,1
7,2,165.0,6,19,4,0,1,0,3,1
170,0,78.0,4,8,3,3,2,0,0,1
9,1,97.02,6,1,4,1,0,0,0,1
69,1,139.57,10,16,4,3,2,0,5,1
126,0,89.24,9,6,3,2,0,0,0,1
74,0,102.68,9,18,3,0,2,0,0,1
64,1,117.9,6,19,4,1,2,0,0,1
47,0,92.0,11,11,4,1,0,0,0,1
188,0,130.0,6,15,4,2,0,0,0,0
97,1,90.0,11,16,4,3,0,0,0,0
27,0,152.67,6,26,4,1,2,0,3,0
34,1,95.47,10,2,4,3,2,0,3,1
48,2,121.8,4,25,4,2,1,0,0,1
80,0,63.36,11,18,4,2,0,3,0,0
191,0,132.0,6,3,3,2,1,0,0,0
7,1,65.0,9,12,3,2,1,0,4,1
37,0,95.0,10,13,3,3,0,0,0,1
232,2,81.82,8,1,4,7,3,0,1,0
130,1,117.3,8,11,4,4,2,0,0,1
81,0,73.95,2,27,4,6,2,0,0,0
83,0,75.0,12,18,3,1,2,0,0,1
90,1,135.9,8,4,4,4,2,0,0,0
30,1,78.6,1,31,4,0,2,0,3,1
52,0,85.0,4,22,3,2,1,3,0,1
65,1,107.1,9,6,4,2,0,0,0,1
10,0,79.3,1,14,4,3,1,0,0,1
386,1,90.0,10,23,4,0,2,1,0,0
66,1,63.75,12,23,3,5,2,0,0,1
4,1,110.11,9,12,4,0,1,0,0,1
35,1,73.9,2,9,4,4,0,0,0,1
30,5,96.3,10,14,4,3,0,0,0,1
166,1,105.28,5,19,4,5,2,0,0,0
133,2,99.66,5,29,4,2,2,0,0,1
193,1,100.8,6,22,4,2,0,0,0,0
65,1,118.8,4,24,4,0,2,0,3,1
62,2,97.2,11,4,4,2,1,0,0,1
85,0,140.4,6,2,4,1,0,0,3,0
136,1,105.3,5,6,4,2,0,0,0,1
164,1,89.25,7,29,4,5,2,3,0,0
28,1,158.86,7,24,4,3,2,0,0,1
81,0,96.3,3,3,4,3,0,0,3,0
12,0,105.9,12,4,4,3,2,0,3,1
1,1,135.0,12,31,4,1,0,0,0,1
0,1,195.0,9,8,4,4,0,0,5,1
53,1,121.35,9,1,4,4,2,0,3,1
0,0,89.0,5,9,4,0,1,3,0,1
19,1,91.0,2,12,4,2,0,0,0,0
155,1,96.3,6,27,4,1,1,0,0,1
12,1,89.32,8,29,4,5,2,0,3,1
308,1,78.3,11,23,4,3,0,0,0,0
150,2,99.45,7,24,4,4,2,0,0,1
160,1,141.18,7,31,4,2,2,0,3,0
103,1,77.29,6,26,3,1,2,0,0,0
4,0,119.0,4,14,4,2,0,3,0,1
202,0,86.75,7,21,4,1,0,0,1,0
2,0,75.0,8,13,4,2,0,0,0,1
135,2,162.0,9,25,4,0,2,0,3,1
62,0,140.0,6,2,3,2,0,0,0,1
91,0,159.3,8,21,4,0,2,0,3,1
10,0,110.0,5,29,2,5,3,0,0,1
239,0,90.6,6,15,4,2,0,1,0,0
0,0,95.0,10,17,2,1,1,0,0,1
203,1,95.4,6,6,4,1,1,3,0,1
7,0,65.0,8,19,2,2,0,0,0,1
92,1,90.0,1,16,4,1,1,0,0,1
90,0,96.3,3,25,4,2,1,0,0,1
68,0,109.8,11,27,4,1,2,0,0,0
32,0,73.0,11,20,3,2,0,0,0,1
72,0,108.11,6,1,4,3,0,0,3,1
105,0,75.0,4,6,3,1,0,0,0,0
79,1,56.94,3,12,4,5,2,0,0,1
25,1,133.0,10,2,4,1,2,3,0,0
12,1,178.5,9,24,4,3,1,3,0,1
4,0,65.0,10,12,2,0,1,0,0,1
53,0,67.5,2,24,4,3,0,3,0,0
46,0,140.4,5,16,4,1,1,0,3,1
39,0,51.19,3,15,4,3,0,3,0,1
7,0,133.0,3,2,4,3,0,0,3,0
237,0,104.55,12,15,4,3,2,0,3,1
48,1,78.54,10,14,4,4,1,0,3,1
160,1,107.61,5,23,4,4,1,0,0,0
127,1,96.3,6,27,4,1,1,0,0,1
3,0,87.78,10,22,4,1,0,3,0,1
8,0,130.0,11,5,3,1,0,0,0,1
46,0,107.1,4,3,4,1,2,3,0,1
35,1,80.3,2,12,4,2,0,0,0,1
57,0,75.0,11,11,3,2,1,0,0,1
88,1,156.6,11,26,4,1,0,0,5,0
116,2,79.2,12,17,4,1,2,3,0,1
48,1,108.0,10,4,4,3,0,3,0,0
186,0,64.56,11,24,4,3,0,0,0,0
125,1,110.93,8,3,4,6,2,0,0,1
137,0,90.95,6,28,4,4,0,0,0,0
13,1,118.51,5,29,4,2,2,0,3,1
36,2,148.5,10,3,4,1,1,0,3,1
226,0,70.0,10,29,4,2,2,0,0,0
124,0,94.5,8,1,4,3,1,3,0,0
64,0,101.52,9,28,3,3,0,0,0,1
40,1,81.0,1,25,2,1,1,0,0,1
169,0,106.0,4,22,3,2,2,1,0,0
1,1,66.22,2,1,4,0,1,0,0,1
27,0,108.0,9,30,3,2,0,0,0,1
113,0,100.0,5,31,2,3,0,0,0,0
98,0,119.85,5,21,4,2,2,0,0,1
23,0,109.0,1,2,3,1,2,1,0,1
39,2,203.85,8,13,4,3,2,1,0,1
43,1,104.4,11,1,4,3,0,0,0,0
13,0,90.0,5,9,3,2,1,0,0,1
19,1,119.0,6,26,4,1,2,3,0,1
59,0,75.0,11,18,3,2,2,0,0,1
161,0,128.7,5,19,4,3,0,0,3,0
14,0,166.25,10,7,2,2,0,0,4,0
31,2,72.8,2,20,4,1,1,0,0,1
60,2,88.4,12,8,4,3,1,0,0,1
19,0,80.0,10,6,3,3,0,0,0,1
0,0,0.0,12,2,1,2,0,0,0,1
6,1,88.0,12,12,4,0,1,3,0,1
80,0,73.1,3,30,4,8,2,3,0,0
29,1,85.0,12,2,2,2,0,0,0,1
28,1,98.0,10,12,2,1,0,0,0,1
257,0,101.5,7,1,3,2,0,1,0,0
124,0,198.9,5,31,4,3,0,0,5,0
247,1,115.0,6,6,3,1,1,1,0,0
90,0,75.0,5,8,3,1,2,0,0,1
127,0,80.0,4,28,3,3,1,0,0,1
75,1,79.2,11,12,4,1,1,3,0,1
47,2,93.6,12,17,4,2,2,0,0,1
148,0,88.12,6,29,3,3,0,0,3,1
142,0,85.5,7,1,4,2,0,3,0,0
87,0,80.75,5,26,3,3,0,0,0,1
78,1,105.3,3,24,4,3,0,0,0,1
4,0,0.0,10,13,1,1,0,0,0,1
106,0,85.0,4,27,4,4,0,3,0,0
195,1,81.81,7,10,4,2,2,0,1,1
102,0,87.0,10,16,3,2,0,1,0,0
180,0,88.77,8,27,4,1,1,0,1,0
210,0,72.75,10,8,3,3,1,1,0,0
19,1,58.45,11,14,4,3,1,0,0,1
0,0,65.0,10,13,2,1,0,0,0,1
6,1,79.0,2,20,4,1,0,3,0,1
92,1,49.07,11,26,3,3,0,0,0,1
190,0,117.45,12,22,4,8,3,0,3,1
100,2,72.25,12,12,4,1,2,0,0,1
22,0,65.0,12,18,2,1,0,0,0,1
102,0,99.9,7,23,4,5,2,0,0,0
136,0,154.8,9,30,4,2,1,0,3,0
23,0,98.0,4,8,4,1,0,3,0,1
4,1,124.1,5,30,4,3,1,0,3,1
12,0,65.0,10,19,2,1,0,0,0,1
2,1,168.0,11,17,4,3,0,1,3,0
1,0,0.0,8,14,1,2,1,0,1,1
70,0,134.1,7,7,4,1,0,0,0,0
46,2,102.6,12,7,4,3,0,0,0,1
32,0,137.52,9,13,4,5,2,0,4,0
286,2,78.3,12,9,4,2,0,0,0,1
112,0,131.13,12,27,4,3,0,0,3,0
36,1,68.07,12,10,4,6,2,0,0,1
70,1,127.8,4,22,4,2,0,0,3,0
60,0,65.0,9,21,3,1,1,0,0,1
78,1,96.3,4,14,4,3,0,0,0,1
31,1,114.9,5,21,4,1,2,0,0,1
71,2,79.2,11,3,4,1,0,3,0,1
89,0,76.5,7,27,4,1,1,0,0,0
48,1,126.0,9,4,4,0,2,0,1,1
112,1,90.0,12,7,4,1,0,0,0,0
118,0,110.0,6,6,3,2,1,0,0,1
191,1,80.75,5,12,3,2,0,0,0,1
0,0,67.95,12,2,4,4,0,3,0,1
39,1,136.08,3,12,4,3,2,1,3,1
8,0,119.0,9,1,4,1,0,3,0,1
15,1,114.0,3,4,4,2,0,0,0,0
13,0,63.58,3,13,3,3,2,0,0,1
7,1,89.59,11,27,4,3,2,0,0,1
2,1,81.75,5,15,3,2,2,0,0,1
211,0,100.0,5,20,3,2,0,0,0,0
4,0,181.79,9,19,2,3,1,0,4,1
1,0,86.25,12,23,4,3,0,0,1,1
11,1,90.0,8,29,4,1,0,0,0,1
63,0,110.0,5,20,3,2,2,0,0,1
1,1,95.0,11,5,4,2,0,3,0,1
117,0,94.5,8,1,3,1,2,1,0,1
115,1,114.36,9,29,4,5,2,0,1,1
77,1,69.84,2,8,4,5,1,0,0,1
0,1,44.0,1,5,4,2,0,3,0,1
46,1,105.5,11,4,4,3,0,0,1,1
296,1,117.0,9,21,4,4,0,1,0,0
323,1,112.0,5,17,3,4,0,1,0,0
267,0,95.0,9,30,3,2,1,0,0,0
8,2,65.0,12,28,2,2,0,0,0,1
1,0,71.65,8,1,4,1,1,3,0,1
6,1,83.2,8,14,4,3,2,0,0,1
36,0,112.0,10,13,3,3,0,1,0,1
148,0,91.68,7,25,4,5,2,3,0,0
44,1,95.0,4,23,3,1,2,0,0,1
37,0,94.5,9,16,4,2,0,0,0,1
31,0,71.0,2,4,2,2,0,0,0,1
85,0,99.3,4,7,4,3,0,0,3,0
91,0,116.1,6,18,4,1,1,3,0,0
55,1,123.3,9,2,4,2,1,0,3,1
5,2,140.75,9,19,4,2,2,0,3,1
220,0,128.0,9,17,3,1,2,1,0,0
55,0,104.0,4,6,3,1,0,1,0,1
7,1,79.0,11,16,2,1,0,0,0,1
14,1,114.0,9,16,4,1,0,0,0,1
22,3,119.25,9,17,4,3,1,0,0,1
19,1,69.0,12,5,4,2,2,0,0,1
32,0,152.3,2,8,4,4,1,0,5,1
0,2,0.0,7,29,1,1,0,0,4,1
10,2,140.0,8,18,4,1,0,0,0,1
94,1,72.25,12,3,4,2,0,0,0,1
64,0,149.4,9,16,4,1,0,0,3,0
37,1,108.8,12,27,4,4,0,0,0,1
304,1,65.6,8,20,4,3,2,0,1,1
117,0,80.75,10,24,3,2,1,0,0,1
45,0,185.6,10,8,4,1,2,1,3,1
71,0,120.0,6,14,3,3,0,0,0,1
82,1,80.0,5,2,3,1,1,0,0,1
36,2,89.1,6,1,4,1,0,3,0,1
143,0,106.0,7,18,2,3,1,0,4,1
21,1,112.0,3,12,4,1,2,0,0,1
15,1,117.3,12,28,4,4,0,0,0,1
336,0,78.0,9,21,3,4,1,0,0,1
65,0,105.3,4,13,4,1,0,0,0,1
127,1,160.2,10,18,4,2,0,0,3,1
76,1,80.75,9,15,4,5,0,0,0,1
39,0,60.0,10,30,3,2,1,0,3,1
3,1,98.33,3,29,4,3,0,0,0,1
263,0,67.0,9,21,3,0,1,0,0,1
4,0,64.0,1,25,2,0,1,0,0,1
5,1,58.88,2,8,4,3,1,3,0,1
210,1,90.9,8,18,4,1,0,0,0,0
156,0,122.4,12,27,4,3,0,0,3,1
2,1,110.0,10,6,2,1,0,0,3,1
57,0,81.9,4,1,4,2,1,3,0,0
6,0,0.0,11,13,1,0,2,0,0,1
5,1,184.0,9,13,4,2,0,0,3,1
31,1,88.0,11,27,4,0,2,3,0,1
40,1,77.55,1,14,4,3,0,0,1,1
6,0,65.0,12,8,2,2,0,0,0,1
9,1,80.3,1,19,4,1,0,0,0,1
14,0,100.0,10,15,3,2,0,0,0,1
386,1,115.0,10,23,3,0,2,1,0,0
112,0,116.28,8,24,3,4,0,0,4,0
65,0,134.0,8,26,3,2,2,0,0,1
0,1,133.5,9,7,4,1,1,0,0,1
5,2,124.0,8,15,4,1,0,0,0,1
151,0,80.0,1,19,3,3,0,0,0,1
132,1,114.3,5,15,4,1,2,0,3,1
159,0,144.0,9,19,3,2,1,0,0,0
0,0,80.0,12,23,4,1,0,3,0,1
64,1,115.77,3,28,4,4,1,0,3,1
96,1,122.31,9,27,4,3,0,0,0,0
5,0,65.0,10,5,2,2,0,0,0,1
0,0,0.0,8,25,1,2,0,0,0,1
175,1,96.3,7,13,4,2,0,0,0,1
129,0,118.8,9,8,4,3,0,3,0,0
139,0,126.9,6,13,4,0,1,0,0,1
3,0,103.0,3,7,4,1,1,0,0,1
6,0,183.1,9,19,4,0,1,3,0,1
190,1,108.45,8,9,4,4,0,0,0,0
68,1,67.5,3,11,4,2,0,3,0,1
60,0,0.0,9,21,4,1,1,1,0,1
265,0,90.0,6,24,3,2,0,1,0,1
1,0,65.0,12,27,2,1,2,0,0,1
119,2,79.2,11,4,4,2,0,3,0,0
43,1,148.13,3,25,4,2,2,1,0,0
106,0,62.0,1,5,3,4,0,0,3,1
174,0,70.0,10,10,3,1,1,0,0,0
19,0,187.0,7,5,4,4,0,0,3,1
228,3,123.25,10,20,4,3,1,1,0,1
3,1,95.0,11,19,4,1,0,3,0,0
158,0,114.3,7,7,4,3,0,0,0,0
192,0,86.0,9,25,3,3,2,0,0,1
256,0,76.67,9,14,3,2,1,0,0,1
92,2,81.5,10,29,4,1,1,0,1,1
70,1,96.3,4,4,4,2,1,0,0,1
166,0,110.0,11,1,3,3,0,0,0,0
8,0,85.0,2,15,4,2,1,0,0,0
22,1,141.0,6,17,4,2,0,0,0,1
28,0,101.8,4,17,4,2,2,0,0,0
217,2,76.5,8,7,4,1,0,0,1,0
25,0,133.0,10,19,4,3,0,0,0,0
1,1,210.0,9,22,4,1,0,0,3,1
68,0,79.56,4,24,3,2,2,0,0,0
5,1,130.0,8,20,4,1,0,0,0,1
273,0,109.0,7,17,4,2,0,1,0,0
158,1,90.95,6,30,4,3,1,0,0,0
59,2,71.1,11,2,4,3,0,0,0,1
10,0,89.3,1,14,4,1,0,0,0,1
5,1,96.76,8,26,4,2,1,3,0,1
34,1,134.1,8,15,4,2,1,3,0,1
254,1,100.3,9,29,4,3,1,0,0,0
273,0,87.0,7,17,3,2,0,1,0,1
88,0,90.6,10,5,3,1,1,1,0,1
99,0,65.0,10,30,3,2,2,0,0,0
45,0,101.38,11,1,4,8,2,0,0,0
88,0,108.0,10,10,4,3,1,3,0,0
3,0,107.0,8,11,4,2,0,0,0,1
127,1,84.05,12,27,4,3,0,0,3,0
34,0,65.0,10,25,2,1,2,0,0,1
2,1,86.0,1,16,4,1,0,3,0,1
320,0,90.0,8,18,3,2,0,1,0,1
27,1,139.0,10,5,4,2,0,0,0,1
66,2,119.16,9,4,4,3,2,0,3,1
44,2,89.1,10,16,4,0,1,3,0,1
2,1,176.0,5,26,4,3,0,0,3,1
47,0,116.1,5,21,4,1,1,3,0,0
73,0,126.9,5,7,4,1,0,0,0,0
121,0,90.0,6,24,3,2,1,0,0,0
173,1,84.43,9,1,4,3,1,3,0,1
140,3,128.7,7,2,4,1,1,0,3,1
155,1,126.9,9,2,4,2,1,0,0,0
124,0,96.56,8,7,3,3,2,0,3,1
131,1,105.74,6,17,4,3,2,0,0,1
44,0,152.1,9,11,4,1,2,0,0,0
50,1,122.0,10,31,4,3,1,0,3,1
203,1,133.2,8,17,4,2,0,0,3,0
4,0,66.0,2,23,2,1,0,0,0,1
101,0,80.0,4,4,3,2,1,0,0,0
66,0,75.0,10,9,3,2,1,0,0,0
11,2,89.89,11,27,4,2,2,0,0,1
13,1,85.0,3,20,3,0,1,0,0,1
7,1,95.0,6,13,4,1,1,0,0,1
18,2,76.81,9,2,4,3,0,0,0,1
61,0,105.0,11,26,3,1,2,0,0,1
73,2,140.4,8,6,4,1,2,0,3,1
110,1,109.65,6,17,4,2,2,3,0,1
40,0,85.5,8,31,3,4,0,0,0,1
172,1,99.45,8,12,4,4,2,0,0,1
64,2,79.2,11,19,4,1,1,3,0,1
16,0,76.0,3,8,2,3,0,0,3,1
81,0,65.0,3,25,3,2,2,0,0,0
67,0,117.6,10,19,4,4,0,0,3,0
59,3,189.0,4,22,4,2,1,1,3,1
31,1,210.6,7,18,4,3,1,1,3,0
8,1,89.0,10,20,2,1,0,0,0,1
31,1,117.3,3,2,4,4,0,0,3,1
3,0,79.2,8,17,2,5,1,0,0,0
86,0,87.5,9,24,3,2,0,0,0,1
223,0,90.9,12,30,4,2,0,0,0,1
111,2,155.7,8,11,4,2,0,0,3,1
14,2,231.0,7,21,4,1,0,0,5,1
168,2,72.25,8,12,3,3,2,0,0,1
279,0,110.0,10,12,3,3,0,0,0,0
54,0,49.43,3,1,4,4,0,3,0,1
0,1,174.0,8,22,4,1,0,0,5,1
39,1,71.1,3,11,4,2,0,3,0,0
13,0,79.2,12,19,4,1,1,3,0,1
74,2,133.8,11,9,4,3,0,3,0,1
116,2,125.1,9,25,4,3,2,3,0,1
25,0,91.0,1,2,3,3,2,0,0,1
0,1,98.0,8,7,4,0,1,3,0,1
195,2,90.9,10,18,4,4,0,0,0,0
192,0,68.23,10,31,3,2,1,0,0,1
1,2,106.0,8,29,4,1,0,0,0,1
296,0,158.4,7,24,4,5,2,0,5,0
276,0,61.0,5,13,3,3,2,0,0,0
126,1,88.68,4,19,4,5,1,0,0,1
17,3,132.0,4,14,4,4,2,0,0,1
65,1,125.1,7,10,4,2,2,0,3,1
74,0,75.0,12,9,3,2,0,0,0,1
6,2,162.33,9,18,4,1,2,0,0,1
84,1,134.1,8,4,4,2,0,0,3,1
8,2,80.75,11,16,4,4,0,0,0,1
35,2,137.34,9,25,4,3,2,0,3,1
16,1,127.0,3,19,4,1,0,0,0,1
85,0,72.76,4,11,3,5,1,0,0,1
1,0,103.0,3,8,4,2,0,0,0,1
133,1,72.25,7,13,3,4,0,0,0,1
49,0,78.3,3,4,4,2,1,0,0,0
0,1,124.0,8,22,4,1,2,0,0,1
0,0,98.1,10,1,4,1,2,3,0,1
3,0,119.0,4,28,4,1,0,3,0,1
69,0,120.0,6,12,4,4,2,0,0,0
210,0,86.0,10,8,4,3,1,1,0,0
130,0,110.0,6,6,3,3,1,0,0,1
2,0,89.0,4,24,4,0,1,3,0,0
2,2,99.0,8,9,4,0,2,0,0,1
0,1,126.0,10,5,4,0,1,0,0,1
4,0,118.0,3,5,4,1,2,0,3,0
25,1,113.31,6,26,4,4,2,0,3,1
34,0,76.5,10,18,3,0,1,0,0,1
50,1,118.8,10,4,4,3,0,0,0,1
117,1,83.83,6,26,4,2,2,0,1,1
146,3,116.23,8,20,4,5,2,0,3,1
20,1,88.0,12,8,4,1,0,3,0,1
152,1,83.83,6,29,4,4,0,0,1,1
44,1,88.22,11,29,4,3,0,0,0,1
188,0,105.3,8,13,4,1,1,0,0,0
44,2,120.6,9,12,4,1,2,0,0,1
11,1,151.0,8,13,4,1,2,0,0,0
0,1,142.67,9,8,4,3,0,0,0,1
142,0,187.0,10,21,4,7,2,1,3,0
65,2,81.9,11,18,4,1,0,0,3,1
38,1,80.3,1,23,4,1,0,0,0,1
26,0,77.0,11,16,2,3,0,0,0,0
66,0,168.3,9,9,4,2,0,0,3,0
85,1,85.0,10,6,3,3,1,0,0,1
47,1,79.2,11,11,4,2,1,3,0,0
201,0,81.82,7,12,4,4,0,0,1,0
141,0,90.0,9,20,3,0,1,0,0,1
192,0,110.0,6,24,3,2,0,0,0,0
219,0,102.85,10,3,4,3,1,0,0,0
44,2,110.13,11,4,4,2,1,0,3,1
27,1,74.33,12,4,4,2,1,0,1,1
58,2,178.56,12,29,4,3,2,0,3,1
263,0,0.0,9,21,4,0,1,0,0,1
27,0,107.1,6,12,4,1,2,0,3,0
269,0,70.0,12,29,3,3,2,0,0,1
10,0,85.0,10,2,3,1,2,0,0,1
133,0,97.92,9,4,3,0,2,0,0,1
0,0,88.0,8,11,2,1,0,0,0,1
17,1,60.0,12,26,3,2,2,0,0,1
55,1,95.1,6,26,4,1,2,3,0,1
298,0,76.0,5,10,3,2,0,0,0,0
1,0,83.2,11,10,4,4,0,0,0,1
103,1,114.3,5,1,4,0,2,0,0,0
32,1,109.0,10,27,4,3,0,3,0,1
26,2,133.5,9,12,4,1,1,0,0,1
95,3,86.7,4,17,4,2,2,0,0,1
38,1,89.1,6,1,4,1,0,3,0,1
9,0,81.0,1,16,4,11,4,0,0,1
88,1,96.9,7,18,3,2,1,0,0,1
31,1,80.3,2,5,4,1,0,0,0,1
134,0,65.0,12,4,3,2,2,0,0,1
224,0,86.62,7,24,4,1,2,0,1,0
7,0,124.0,8,17,4,1,0,0,0,0
64,0,80.1,4,1,4,1,0,0,0,1
144,2,129.6,9,23,4,3,2,0,0,1
96,2,132.3,10,19,4,4,1,0,3,1
150,2,121.83,6,14,4,5,1,0,3,1
10,2,130.0,2,7,4,0,2,0,3,1
258,0,110.0,10,16,3,0,1,0,0,0
40,2,126.3,3,4,4,2,0,0,0,1
195,1,130.5,8,13,4,1,1,0,0,0
43,2,123.3,9,2,4,2,1,0,3,1
62,2,68.72,10,19,4,4,1,0,0,1
36,0,58.92,12,24,4,3,1,0,0,1
192,0,99.45,7,23,4,3,2,0,3,0
6,2,108.0,5,8,4,1,2,3,0,1
149,1,99.45,7,12,4,4,0,0,0,1
206,1,109.66,8,13,4,5,2,0,3,0
89,0,127.33,9,25,3,1,2,0,0,0
49,0,44.67,3,12,3,1,2,0,0,1
1,0,79.0,2,13,2,1,0,0,0,1
46,0,75.0,10,30,3,1,2,0,0,1
64,0,140.4,5,27,4,2,0,0,3,0
183,2,123.3,10,26,4,4,0,0,3,0
139,1,123.3,8,7,4,1,2,0,0,1
144,0,162.0,9,15,4,3,0,0,3,0
86,1,96.3,4,17,4,1,2,0,0,1
36,1,105.3,4,11,4,1,1,0,0,1
78,1,138.6,10,26,4,2,0,1,3,1
22,1,139.0,8,21,4,0,2,3,0,0
72,1,76.5,7,8,4,5,2,0,0,0
7,1,86.0,3,2,4,1,0,0,0,1
117,0,94.5,8,1,4,1,2,1,0,0
123,1,100.8,4,30,4,1,1,0,0,0
20,4,129.5,3,9,4,4,0,0,3,1
182,2,96.3,7,28,4,1,0,0,0,0
8,0,63.4,12,16,4,2,0,3,0,1
83,1,106.38,10,31,4,4,1,0,0,1
159,0,114.3,8,8,4,2,1,0,0,0
38,1,80.2,6,20,3,3,1,0,0,1
38,2,196.46,5,27,4,2,2,0,6,1
181,2,96.3,8,30,4,2,0,0,0,0
100,0,108.0,10,16,3,1,0,1,0,0
126,1,80.75,6,2,3,3,0,0,0,1
0,0,135.0,5,24,4,1,0,0,0,0
62,0,60.0,11,25,3,4,0,0,3,1
14,1,72.0,5,18,3,4,0,0,0,1
21,0,85.0,3,4,4,1,0,0,0,0
0,1,120.0,10,13,4,1,0,3,0,1
25,2,109.0,5,22,4,1,2,3,0,1
66,1,135.0,10,6,4,3,0,0,0,0
121,0,79.2,11,14,4,2,1,3,0,0
322,0,52.0,12,9,3,2,0,0,0,1
85,0,126.9,6,20,4,2,1,0,0,0
78,0,105.3,7,18,4,1,1,0,0,0
0,0,106.0,2,13,4,1,1,0,3,0
50,1,87.3,3,11,4,2,1,0,3,1
93,0,115.0,10,15,4,1,2,0,0,0
0,1,110.7,6,9,4,1,0,0,0,1
172,0,80.75,6,27,4,4,1,3,0,0
315,0,160.0,9,30,3,2,1,1,0,0
79,0,75.0,11,13,3,2,0,0,0,1
35,1,113.85,10,17,4,1,1,0,3,1
3,1,79.0,11,2,2,2,1,0,0,1
22,1,95.0,11,19,4,3,0,0,0,1
6,0,104.0,4,16,4,1,1,3,0,0
19,1,89.89,12,6,4,4,0,0,0,1
6,1,79.0,11,22,2,2,0,0,0,1
247,0,93.0,6,6,3,1,1,1,0,1
96,3,118.8,10,8,4,1,1,0,0,1
55,0,79.0,7,7,2,1,0,0,0,0
50,1,76.92,6,22,4,1,0,0,0,1
219,0,158.95,8,8,4,5,1,0,5,0
8,0,92.4,10,1,4,1,0,0,0,1
168,0,85.0,4,22,3,2,1,0,0,0
30,2,117.0,9,25,4,1,2,0,0,1
245,0,75.0,6,17,3,2,0,0,0,0
151,0,59.5,3,20,3,3,2,0,0,1
24,1,71.69,9,11,4,0,2,3,0,1
19,2,174.0,9,29,4,2,0,0,3,1
5,0,65.0,1,13,3,1,0,0,0,1
142,0,108.3,8,24,4,3,0,0,0,1
174,0,70.0,10,10,4,1,1,0,0,0
107,1,76.69,12,21,4,5,2,3,0,1
0,0,136.0,9,13,4,4,2,0,0,1
4,0,92.0,3,7,3,0,1,1,0,1
21,0,65.0,12,17,2,2,0,0,0,1
15,0,81.0,2,19,2,1,0,0,0,1
221,0,80.0,8,12,4,1,0,0,0,0
3,2,113.0,6,26,4,0,2,3,0,1
73,1,102.6,11,17,4,3,0,0,3,1
22,0,89.0,3,16,2,2,0,0,0,1
3,0,110.0,9,12,2,2,1,0,3,1
66,3,88.4,11,25,4,3,2,0,0,1
265,1,115.0,6,24,3,2,0,1,0,0
6,1,148.5,10,6,4,4,0,0,0,1
6,3,138.0,9,12,4,0,1,3,0,1
93,0,105.0,5,11,3,3,0,1,0,1
28,0,110.0,11,2,4,1,0,3,0,0
72,3,132.3,10,9,4,0,1,0,3,1
8,2,112.0,8,28,4,0,1,0,0,1
7,0,151.0,8,7,4,2,2,0,0,0
135,1,101.7,5,28,4,1,2,3,0,1
83,1,76.5,8,5,4,4,1,0,0,1
44,0,90.0,11,2,3,4,0,0,0,1
41,2,118.96,9,22,3,3,1,0,0,1
78,2,142.2,7,20,4,2,0,0,3,1
36,1,67.5,8,28,3,1,2,0,0,1
11,2,111.0,2,3,4,2,0,0,0,1
35,2,86.4,9,14,4,0,1,3,0,1
34,0,181.2,4,24,4,4,2,0,5,0
4,1,95.0,9,2,4,1,0,0,0,1
1,0,60.0,2,28,3,1,2,0,0,0
4,1,111.0,11,13,4,1,2,0,0,1
0,0,91.0,2,25,4,2,0,0,0,0
13,1,105.0,11,17,4,3,0,0,0,1
9,2,147.0,5,25,4,1,0,0,3,1
64,1,73.95,3,13,4,2,2,0,0,1
2,0,134.0,10,19,4,4,0,3,0,1
116,0,1.0,2,28,4,1,2,0,0,1
153,1,94.5,7,29,4,1,0,3,0,1
45,1,149.4,8,19,4,1,0,0,3,1
5,1,110.0,5,24,2,2,0,0,0,1
34,1,103.5,10,12,4,2,1,0,0,1
88,1,132.3,10,2,4,0,2,0,3,0
118,2,107.25,12,11,4,2,1,0,0,1
72,0,95.0,9,21,3,3,0,0,0,1
143,0,100.0,8,25,3,3,0,0,0,1
2,0,94.5,8,1,3,1,2,1,0,0
121,0,95.04,8,3,3,3,0,0,3,1
86,0,120.0,9,24,3,2,0,1,0,1
98,0,109.81,4,30,4,5,2,0,0,1
0,1,65.0,10,5,2,2,0,0,0,1
189,0,72.25,8,8,3,3,1,0,0,1
100,1,93.08,4,26,4,4,0,0,0,1
85,0,80.1,10,27,4,2,0,3,0,0
49,0,76.5,3,14,4,1,1,0,0,0
88,0,112.2,10,5,3,1,1,1,0,1
0,2,115.0,9,18,4,1,0,3,3,1
188,0,80.75,6,2,3,3,0,0,0,1
2,1,85.0,6,14,4,1,0,0,0,1
31,0,72.9,2,8,4,2,1,0,0,0
