,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
20871,INN20872,2,0,0,4,Not Selected,0,Room_Type 1,6,2018,12,28,Online,0,0,0,104.2,1,Not_Canceled
25396,INN25397,2,0,1,1,Meal Plan 1,0,Room_Type 1,275,2018,6,4,Offline,0,0,0,62.8,0,Canceled
31836,INN31837,2,0,2,5,Meal Plan 1,0,Room_Type 1,164,2018,10,4,Offline,0,0,0,82.28,0,Not_Canceled
5885,INN05886,2,1,0,1,Meal Plan 1,1,Room_Type 1,4,2018,1,8,Online,0,0,0,87.3,2,Not_Canceled
13188,INN13189,2,0,0,3,Meal Plan 1,0,Room_Type 4,59,2018,3,9,Online,0,0,0,87.3,1,Not_Canceled
3844,INN03845,1,0,0,3,Meal Plan 1,0,Room_Type 1,14,2017,10,14,Corporate,0,0,0,95.0,0,Not_Canceled
15042,INN15043,1,0,1,2,Meal Plan 1,0,Room_Type 5,297,2018,12,19,Corporate,0,0,0,106.0,0,Not_Canceled
34697,INN34698,1,0,0,2,Meal Plan 1,0,Room_Type 1,22,2018,3,16,Corporate,0,0,0,89.0,0,Not_Canceled
21860,INN21861,2,0,1,3,Meal Plan 1,0,Room_Type 5,30,2018,9,12,Online,0,0,0,137.52,0,Not_Canceled
2590,INN02591,2,0,2,5,Not Selected,0,Room_Type 1,53,2018,12,17,Online,0,0,0,74.8,2,Not_Canceled
12028,INN12029,2,0,0,4,Meal Plan 1,0,Room_Type 4,94,2018,5,11,Offline,0,0,0,106.08,0,Not_Canceled
9590,INN09591,1,0,1,2,Not Selected,0,Room_Type 1,6,2017,10,19,Online,0,0,0,87.78,1,Not_Canceled
18314,INN18315,2,0,1,2,Meal Plan 1,0,Room_Type 1,4,2017,11,27,Offline,0,0,0,55.0,0,Not_Canceled
5930,INN05931,2,0,0,2,Meal Plan 1,0,Room_Type 1,88,2018,10,7,Corporate,0,0,0,90.0,1,Not_Canceled
35017,INN35018,3,0,2,2,Meal Plan 1,0,Room_Type 4,47,2018,7,2,Online,0,0,0,114.48,2,Not_Canceled
12164,INN12165,2,0,0,1,Meal Plan 1,0,Room_Type 1,48,2018,2,6,Online,0,0,0,80.3,0,Not_Canceled
16574,INN16575,2,0,0,2,Meal Plan 1,0,Room_Type 4,6,2018,2,5,Online,0,0,0,108.0,0,Not_Canceled
13652,INN13653,2,0,1,2,Meal Plan 1,0,Room_Type 4,53,2018,8,26,Online,0,0,0,140.7,0,Not_Canceled
19355,INN19356,2,0,2,2,Not Selected,0,Room_Type 1,24,2018,9,25,Online,0,0,0,119.0,1,Canceled
19582,INN19583,2,0,2,1,Meal Plan 1,0,Room_Type 4,34,2018,5,8,Offline,0,0,0,96.3,0,Not_Canceled
4609,INN04610,2,0,2,2,Not Selected,0,Room_Type 1,45,2018,4,17,Online,0,0,0,90.88,1,Not_Canceled
11187,INN11188,2,0,2,5,Meal Plan 1,0,Room_Type 1,190,2017,9,8,Online,0,0,0,93.5,1,Not_Canceled
31357,INN31358,2,0,2,3,Meal Plan 1,0,Room_Type 1,130,2018,4,16,Online,0,0,0,82.59,2,Not_Canceled
28256,INN28257,2,0,0,4,Not Selected,0,Room_Type 1,55,2018,11,2,Online,0,0,0,88.0,0,Not_Canceled
7128,INN07129,2,0,1,2,Meal Plan 1,0,Room_Type 4,133,2018,8,19,Online,0,0,0,82.45,0,Canceled
27991,INN27992,2,0,2,3,Meal Plan 1,0,Room_Type 1,215,2018,10,9,Online,0,0,0,106.25,0,Canceled
26449,INN26450,2,0,1,1,Not Selected,0,Room_Type 1,220,2018,8,29,Online,0,0,0,85.5,0,Canceled
18068,INN18069,2,0,0,4,Not Selected,0,Room_Type 1,95,2018,6,29,Online,0,0,0,103.5,0,Canceled
27259,INN27260,2,0,0,3,Not Selected,0,Room_Type 1,155,2018,7,7,Online,0,0,0,103.5,0,Canceled
23669,INN23670,1,0,1,4,Meal Plan 2,0,Room_Type 4,17,2018,3,14,Offline,0,0,0,82.0,0,Not_Canceled
34948,INN34949,2,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,85.0,0,Not_Canceled
21856,INN21857,1,0,1,3,Meal Plan 1,0,Room_Type 1,35,2018,11,7,Online,0,0,0,199.0,2,Not_Canceled
3746,INN03747,2,0,0,1,Meal Plan 1,0,Room_Type 1,443,2018,4,29,Online,0,0,0,65.0,0,Canceled
33243,INN33244,2,0,0,1,Meal Plan 1,0,Room_Type 1,10,2018,4,7,Online,0,0,0,101.0,0,Canceled
30863,INN30864,1,0,2,0,Not Selected,0,Room_Type 1,38,2018,8,21,Online,0,0,0,92.86,0,Canceled
26982,INN26983,1,0,0,1,Meal Plan 1,0,Room_Type 4,6,2017,9,23,Online,0,0,0,0.0,1,Not_Canceled
17068,INN17069,2,0,0,2,Meal Plan 1,0,Room_Type 1,17,2018,3,17,Corporate,0,0,0,80.0,1,Not_Canceled
1628,INN01629,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105.0,0,Not_Canceled
15244,INN15245,2,0,0,4,Meal Plan 1,0,Room_Type 5,112,2018,8,24,Offline,0,0,0,92.65,2,Not_Canceled
19556,INN19557,2,0,0,2,Meal Plan 1,0,Room_Type 1,18,2018,6,17,Online,0,0,0,150.0,0,Canceled
34359,INN34360,1,0,0,5,Meal Plan 1,0,Room_Type 1,82,2018,9,6,Offline,0,0,0,85.0,0,Not_Canceled
28621,INN28622,2,0,2,0,Meal Plan 1,0,Room_Type 4,35,2018,4,24,Online,0,0,0,118.8,1,Not_Canceled
35829,INN35830,3,0,2,1,Meal Plan 1,1,Room_Type 4,12,2018,8,13,Online,0,0,0,200.0,1,Not_Canceled
5495,INN05496,2,0,0,4,Meal Plan 1,0,Room_Type 1,270,2018,4,20,Offline,0,0,0,80.0,0,Not_Canceled
12554,INN12555,2,0,0,1,Meal Plan 1,0,Room_Type 1,3,2018,1,14,Online,1,11,4,83.9,1,Not_Canceled
26681,INN26682,2,0,0,3,Not Selected,1,Room_Type 1,146,2018,7,13,Online,0,0,0,103.5,1,Not_Canceled
32276,INN32277,2,0,1,3,Meal Plan 1,0,Room_Type 1,45,2018,11,24,Complementary,0,0,0,0.0,0,Not_Canceled
29814,INN29815,2,0,2,5,Meal Plan 1,0,Room_Type 1,118,2018,9,3,Offline,0,0,0,99.28,0,Not_Canceled
975,INN00976,2,0,2,2,Meal Plan 1,0,Room_Type 1,134,2017,12,4,Offline,0,0,0,65.0,0,Not_Canceled
12029,INN12030,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,101.5,0,Canceled
24442,INN24443,1,0,1,4,Meal Plan 1,0,Room_Type 1,131,2018,7,11,Online,0,0,0,101.15,1,Not_Canceled
28511,INN28512,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,6,9,Offline,0,0,0,120.0,0,Not_Canceled
22124,INN22125,2,0,2,1,Meal Plan 1,0,Room_Type 1,201,2018,5,1,Online,0,0,0,106.2,1,Canceled
13418,INN13419,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70.0,1,Not_Canceled
20925,INN20926,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled
29479,INN29480,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,2018,5,31,Corporate,0,0,0,100.0,0,Canceled
25029,INN25030,2,0,0,1,Meal Plan 1,0,Room_Type 1,33,2018,5,25,Online,0,0,0,108.9,0,Not_Canceled
3201,INN03202,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Online,0,0,0,75.0,0,Canceled
23939,INN23940,2,0,0,1,Not Selected,0,Room_Type 1,33,2018,1,22,Online,0,0,0,51.97,0,Canceled
33990,INN33991,1,0,0,3,Meal Plan 1,0,Room_Type 1,26,2018,11,16,Corporate,0,0,0,77.0,0,Canceled
26253,INN26254,2,0,2,3,Meal Plan 1,1,Room_Type 1,3,2018,1,2,Online,0,0,0,102.0,1,Not_Canceled
16060,INN16061,2,0,1,1,Meal Plan 1,0,Room_Type 1,169,2018,8,22,Online,0,0,0,105.3,1,Canceled
32746,INN32747,2,0,1,2,Meal Plan 1,0,Room_Type 1,249,2018,10,28,Online,0,0,0,96.3,0,Canceled
16217,INN16218,1,0,1,1,Meal Plan 1,0,Room_Type 1,4,2018,8,29,Offline,0,0,0,80.0,0,Not_Canceled
3062,INN03063,2,0,2,3,Meal Plan 1,0,Room_Type 4,1,2018,1,8,Online,0,0,0,59.75,0,Not_Canceled
30730,INN30731,2,1,1,1,Meal Plan 1,0,Room_Type 1,11,2018,2,13,Online,0,0,0,83.55,0,Canceled
15977,INN15978,2,0,0,3,Meal Plan 1,0,Room_Type 4,35,2018,2,11,Online,0,0,0,89.3,1,Not_Canceled
28791,INN28792,2,0,2,2,Not Selected,0,Room_Type 1,27,2018,9,17,Online,0,0,0,128.28,0,Not_Canceled
35324,INN35325,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89.0,0,Canceled
31308,INN31309,1,0,0,2,Meal Plan 1,0,Room_Type 1,14,2017,12,11,Online,0,0,0,81.0,1,Not_Canceled
29639,INN29640,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,2018,5,31,Corporate,0,0,0,100.0,0,Canceled
22894,INN22895,2,0,1,2,Meal Plan 1,0,Room_Type 1,77,2017,7,13,Online,0,0,0,76.5,1,Canceled
8638,INN08639,2,1,0,1,Not Selected,0,Room_Type 1,4,2018,7,6,Online,0,0,0,100.08,1,Not_Canceled
6860,INN06861,2,1,2,2,Meal Plan 1,0,Room_Type 1,35,2018,6,26,Online,0,0,0,125.1,1,Not_Canceled
11573,INN11574,1,0,2,3,Meal Plan 1,0,Room_Type 1,4,2018,10,23,Offline,0,0,0,95.0,0,Not_Canceled
28471,INN28472,2,1,2,2,Meal Plan 1,0,Room_Type 1,86,2018,10,29,Online,0,0,0,83.3,0,Not_Canceled
21499,INN21500,1,0,2,0,Meal Plan 1,0,Room_Type 1,95,2018,11,20,Online,0,0,0,90.0,2,Canceled
21977,INN21978,2,0,1,1,Not Selected,0,Room_Type 1,4,2018,11,19,Online,0,0,0,91.5,2,Not_Canceled
21633,INN21634,2,2,1,3,Meal Plan 1,0,Room_Type 6,21,2018,9,19,Online,0,0,0,234.0,0,Canceled
5491,INN05492,2,1,1,3,Meal Plan 1,0,Room_Type 1,215,2018,8,29,Online,0,0,0,106.25,1,Canceled
8828,INN08829,2,0,0,3,Meal Plan 1,0,Room_Type 1,0,2017,10,20,Corporate,0,0,0,123.0,0,Not_Canceled
32852,INN32853,2,0,2,4,Meal Plan 1,0,Room_Type 1,15,2017,10,11,Online,0,0,0,92.17,0,Not_Canceled
9476,INN09477,1,0,0,3,Meal Plan 1,0,Room_Type 1,276,2018,9,22,Offline,0,0,0,95.67,0,Not_Canceled
34810,INN34811,2,0,1,3,Meal Plan 1,0,Room_Type 1,33,2018,1,25,Corporate,0,0,0,64.0,0,Not_Canceled
35972,INN35973,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,115.0,1,Canceled
33784,INN33785,2,0,0,2,Meal Plan 1,0,Room_Type 1,19,2018,6,22,Corporate,0,0,0,110.0,0,Not_Canceled
20445,INN20446,2,0,0,1,Not Selected,0,Room_Type 1,4,2018,12,1,Online,0,0,0,88.0,0,Not_Canceled
10584,INN10585,2,0,0,3,Meal Plan 1,0,Room_Type 1,42,2018,2,3,Online,0,0,0,80.3,1,Not_Canceled
31099,INN31100,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,2018,4,9,Offline,0,0,0,70.0,1,Not_Canceled
1744,INN01745,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,11,23,Corporate,1,0,1,65.0,0,Not_Canceled
20405,INN20406,2,0,1,1,Meal Plan 1,0,Room_Type 1,174,2017,10,10,Offline,0,0,0,70.0,0,Canceled
31060,INN31061,1,0,2,0,Meal Plan 1,0,Room_Type 1,11,2018,1,31,Online,0,0,0,67.4,0,Not_Canceled
22785,INN22786,2,2,0,3,Meal Plan 1,0,Room_Type 6,9,2018,9,14,Online,0,0,0,249.0,1,Not_Canceled
961,INN00962,2,0,2,1,Not Selected,0,Room_Type 1,55,2018,9,10,Online,0,0,0,91.51,1,Not_Canceled
29427,INN29428,2,0,0,2,Not Selected,0,Room_Type 1,161,2018,10,25,Online,0,0,0,80.1,3,Not_Canceled
7182,INN07183,2,1,0,4,Meal Plan 1,0,Room_Type 1,10,2018,2,10,Online,0,0,0,126.5,2,Canceled
15460,INN15461,2,0,0,1,Meal Plan 1,0,Room_Type 4,23,2018,8,3,Online,0,0,0,166.0,1,Not_Canceled
9601,INN09602,3,0,0,1,Meal Plan 1,0,Room_Type 4,27,2018,2,18,Online,0,0,0,127.0,1,Not_Canceled
24061,INN24062,1,0,0,3,Meal Plan 1,0,Room_Type 1,6,2017,10,20,Online,0,0,0,120.0,1,Not_Canceled
19597,INN19598,2,0,1,2,Meal Plan 1,0,Room_Type 1,121,2018,6,24,Offline,0,0,0,90.0,0,Canceled
28126,INN28127,2,0,0,1,Meal Plan 1,0,Room_Type 4,37,2018,5,21,Online,0,0,0,108.11,1,Not_Canceled
2032,INN02033,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Online,0,0,0,115.0,1,Canceled
9540,INN09541,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,109.0,0,Not_Canceled
2850,INN02851,2,0,0,2,Meal Plan 1,0,Room_Type 1,19,2018,6,22,Corporate,0,0,0,100.0,0,Canceled
32141,INN32142,2,0,1,3,Meal Plan 1,0,Room_Type 1,196,2018,5,12,Offline,0,0,0,80.75,1,Not_Canceled
15055,INN15056,1,0,0,2,Meal Plan 1,0,Room_Type 1,8,2017,10,23,Corporate,1,2,7,65.0,0,Not_Canceled
33407,INN33408,1,0,1,2,Meal Plan 1,0,Room_Type 1,3,2018,2,1,Online,0,0,0,86.0,1,Not_Canceled
34162,INN34163,2,0,0,3,Meal Plan 1,0,Room_Type 1,193,2017,10,15,Offline,0,0,0,65.0,0,Canceled
14381,INN14382,2,0,0,3,Meal Plan 1,0,Room_Type 2,179,2018,8,25,Online,0,0,0,88.76,0,Canceled
29093,INN29094,2,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,10,20,Complementary,1,0,1,0.0,0,Not_Canceled
10747,INN10748,2,0,1,3,Meal Plan 1,0,Room_Type 1,88,2018,2,29,Online,0,0,0,56.94,0,Canceled
4247,INN04248,2,0,1,2,Meal Plan 1,0,Room_Type 1,193,2018,6,20,Online,0,0,0,120.0,0,Canceled
27943,INN27944,2,0,2,2,Meal Plan 1,0,Room_Type 1,81,2018,12,4,Offline,0,0,0,75.0,0,Not_Canceled
6748,INN06749,2,0,0,2,Meal Plan 1,0,Room_Type 1,256,2018,8,26,Offline,0,0,0,72.25,1,Not_Canceled
28328,INN28329,2,0,0,2,Meal Plan 1,0,Room_Type 4,7,2017,10,21,Online,0,0,0,136.0,2,Not_Canceled
23402,INN23403,2,0,0,3,Meal Plan 1,0,Room_Type 6,159,2018,5,26,Online,0,0,0,198.9,0,Canceled
25967,INN25968,1,0,0,1,Meal Plan 1,0,Room_Type 1,15,2018,2,19,Corporate,0,0,0,81.0,0,Not_Canceled
19995,INN19996,1,0,0,1,Meal Plan 1,0,Room_Type 1,3,2018,2,26,Corporate,0,0,0,31.0,1,Not_Canceled
26360,INN26361,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Offline,0,0,0,75.0,0,Canceled
11135,INN11136,2,2,0,4,Meal Plan 1,0,Room_Type 6,6,2018,11,9,Online,0,0,0,212.72,0,Canceled
19708,INN19709,2,0,2,2,Not Selected,0,Room_Type 1,3,2018,10,16,Online,0,0,0,135.0,1,Not_Canceled
2811,INN02812,1,0,2,2,Meal Plan 1,0,Room_Type 1,31,2017,10,11,Online,0,0,0,94.5,2,Not_Canceled
10241,INN10242,2,0,1,2,Meal Plan 1,0,Room_Type 1,234,2018,9,5,Online,0,0,0,106.2,1,Canceled
27256,INN27257,2,0,0,3,Not Selected,0,Room_Type 1,4,2017,9,30,Online,0,0,0,139.33,1,Not_Canceled
14476,INN14477,1,0,2,0,Not Selected,0,Room_Type 1,9,2018,10,30,Online,0,0,0,80.47,1,Not_Canceled
6351,INN06352,1,0,0,1,Meal Plan 1,0,Room_Type 5,8,2018,10,6,Corporate,0,0,0,170.63,0,Canceled
30739,INN30740,3,0,0,2,Meal Plan 1,0,Room_Type 4,17,2018,12,2,Online,0,0,0,157.5,2,Not_Canceled
30509,INN30510,1,0,2,3,Meal Plan 1,0,Room_Type 1,81,2018,7,3,Online,0,0,0,108.9,1,Not_Canceled
31570,INN31571,2,1,0,1,Meal Plan 1,0,Room_Type 1,10,2018,1,16,Offline,0,0,0,77.6,1,Not_Canceled
13688,INN13689,1,0,1,2,Meal Plan 1,0,Room_Type 1,0,2018,9,19,Corporate,0,0,0,185.0,0,Not_Canceled
4363,INN04364,2,2,0,2,Meal Plan 1,0,Room_Type 6,2,2018,12,1,Online,0,0,0,148.2,0,Not_Canceled
28604,INN28605,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75.0,0,Canceled
7435,INN07436,2,0,1,4,Meal Plan 1,0,Room_Type 1,24,2018,1,6,Online,0,0,0,68.99,2,Not_Canceled
29751,INN29752,2,1,2,2,Meal Plan 1,0,Room_Type 1,25,2018,4,17,Online,0,0,0,125.5,0,Not_Canceled
22236,INN22237,2,0,2,3,Meal Plan 1,0,Room_Type 1,28,2018,5,21,Online,0,0,0,117.74,0,Canceled
171,INN00172,2,0,1,2,Not Selected,0,Room_Type 1,185,2018,12,16,Online,0,0,0,79.2,0,Canceled
22326,INN22327,2,0,2,2,Meal Plan 1,1,Room_Type 1,153,2018,7,1,Online,0,0,0,93.2,1,Not_Canceled
20525,INN20526,1,0,0,1,Meal Plan 2,0,Room_Type 1,62,2018,9,21,Offline,0,0,0,75.0,0,Not_Canceled
13602,INN13603,2,0,2,1,Meal Plan 1,0,Room_Type 1,195,2018,8,13,Online,0,0,0,94.5,1,Not_Canceled
2989,INN02990,2,0,0,1,Not Selected,0,Room_Type 1,49,2018,3,17,Online,0,0,0,71.1,1,Canceled
26286,INN26287,2,0,2,0,Not Selected,0,Room_Type 1,0,2018,10,16,Online,0,0,0,139.0,0,Not_Canceled
9648,INN09649,1,0,0,3,Meal Plan 1,0,Room_Type 4,11,2018,6,14,Corporate,0,0,0,90.0,0,Not_Canceled
23704,INN23705,2,0,1,2,Meal Plan 1,0,Room_Type 1,124,2018,6,10,Online,0,0,0,126.9,2,Not_Canceled
1600,INN01601,2,0,1,1,Not Selected,0,Room_Type 1,120,2018,7,18,Online,0,0,0,94.5,0,Not_Canceled
22539,INN22540,2,0,2,0,Not Selected,0,Room_Type 1,23,2018,9,11,Online,0,0,0,89.0,2,Not_Canceled
18588,INN18589,2,0,0,3,Meal Plan 1,0,Room_Type 1,433,2018,9,8,Offline,0,0,0,70.0,0,Canceled
22756,INN22757,2,0,2,3,Meal Plan 1,0,Room_Type 1,153,2018,7,3,Offline,0,0,0,72.25,1,Not_Canceled
26402,INN26403,3,0,2,8,Meal Plan 1,0,Room_Type 1,132,2018,6,28,Online,0,0,0,92.02,2,Not_Canceled
20577,INN20578,2,1,0,1,Not Selected,0,Room_Type 1,101,2018,4,16,Online,0,0,0,65.83,2,Not_Canceled
21731,INN21732,3,0,2,3,Meal Plan 1,0,Room_Type 4,33,2018,7,17,Online,0,0,0,161.1,2,Not_Canceled
14629,INN14630,2,0,0,4,Meal Plan 2,0,Room_Type 1,100,2018,9,28,Offline,0,0,0,140.0,1,Not_Canceled
22300,INN22301,1,0,0,1,Meal Plan 1,0,Room_Type 1,5,2017,9,2,Corporate,0,0,0,65.0,0,Not_Canceled
31158,INN31159,2,0,2,1,Not Selected,0,Room_Type 1,21,2018,10,2,Online,0,0,0,129.0,1,Not_Canceled
21145,INN21146,2,0,1,2,Meal Plan 1,0,Room_Type 1,52,2018,12,9,Offline,0,0,0,72.0,0,Not_Canceled
14152,INN14153,2,1,2,2,Meal Plan 1,0,Room_Type 1,41,2018,8,19,Online,0,0,0,152.1,2,Not_Canceled
1239,INN01240,2,0,2,3,Meal Plan 1,0,Room_Type 1,3,2017,12,3,Offline,0,0,0,58.0,0,Not_Canceled
10367,INN10368,1,0,2,2,Meal Plan 1,0,Room_Type 1,5,2018,11,6,Online,0,0,0,151.94,0,Canceled
28063,INN28064,3,0,1,2,Meal Plan 1,0,Room_Type 4,10,2018,4,25,Online,0,0,0,157.0,3,Not_Canceled
7734,INN07735,2,0,0,3,Meal Plan 1,0,Room_Type 1,28,2018,4,12,Online,0,0,0,113.1,0,Not_Canceled
3887,INN03888,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Online,0,0,0,89.0,0,Canceled
27508,INN27509,2,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,24,Offline,0,0,0,105.0,0,Not_Canceled
28393,INN28394,2,0,1,4,Meal Plan 1,0,Room_Type 1,228,2018,8,31,Online,0,0,0,90.95,1,Not_Canceled
26651,INN26652,2,0,1,2,Meal Plan 1,0,Room_Type 1,338,2018,10,7,Offline,0,0,0,90.67,1,Not_Canceled
1950,INN01951,2,0,2,1,Meal Plan 1,0,Room_Type 1,20,2018,1,31,Offline,0,0,0,66.0,0,Not_Canceled
24769,INN24770,2,0,2,3,Meal Plan 1,0,Room_Type 4,83,2018,10,21,Online,0,0,0,126.72,2,Not_Canceled
15260,INN15261,2,0,0,2,Not Selected,1,Room_Type 1,0,2017,8,4,Online,0,0,0,80.0,1,Not_Canceled
3687,INN03688,1,0,0,1,Meal Plan 1,0,Room_Type 4,3,2018,11,10,Aviation,0,0,0,95.0,0,Not_Canceled
8739,INN08740,1,0,1,3,Meal Plan 1,0,Room_Type 1,27,2018,12,1,Online,0,0,0,96.0,1,Not_Canceled
27089,INN27090,3,0,0,4,Meal Plan 1,0,Room_Type 1,50,2018,11,2,Offline,0,0,0,98.1,0,Not_Canceled
3195,INN03196,3,0,0,4,Meal Plan 1,0,Room_Type 4,259,2018,12,7,Online,0,0,0,104.55,1,Not_Canceled
26125,INN26126,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,115.0,1,Canceled
1144,INN01145,2,0,0,3,Meal Plan 1,0,Room_Type 1,116,2018,11,17,Online,0,0,0,90.0,1,Not_Canceled
22127,INN22128,1,0,0,3,Meal Plan 1,0,Room_Type 4,16,2018,3,8,Corporate,0,0,0,76.0,0,Not_Canceled
6406,INN06407,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100.0,0,Not_Canceled
23468,INN23469,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,109.0,0,Not_Canceled
27364,INN27365,1,0,1,1,Meal Plan 1,0,Room_Type 4,75,2018,7,11,Online,0,0,0,123.3,0,Canceled
22637,INN22638,2,0,1,2,Meal Plan 1,0,Room_Type 1,193,2018,6,20,Offline,0,0,0,120.0,0,Canceled
10307,INN10308,2,0,0,1,Meal Plan 1,0,Room_Type 1,55,2018,10,29,Online,0,0,0,82.47,1,Not_Canceled
27739,INN27740,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,30,Offline,0,0,0,108.0,0,Not_Canceled
34050,INN34051,2,1,2,3,Meal Plan 1,0,Room_Type 1,17,2018,11,27,Online,0,0,0,97.7,0,Canceled
24047,INN24048,2,0,3,6,Not Selected,0,Room_Type 1,314,2018,12,26,Online,0,0,0,68.66,0,Canceled
5122,INN05123,1,0,0,3,Meal Plan 1,0,Room_Type 4,73,2018,6,16,Online,0,0,0,115.04,1,Not_Canceled
26491,INN26492,1,0,0,3,Meal Plan 1,0,Room_Type 1,19,2017,10,6,Offline,1,1,0,80.0,0,Not_Canceled
23877,INN23878,2,0,2,3,Meal Plan 1,0,Room_Type 1,118,2018,7,15,Online,0,0,0,99.45,0,Canceled
8884,INN08885,1,0,0,1,Meal Plan 1,0,Room_Type 1,12,2018,7,30,Corporate,0,0,0,65.0,1,Not_Canceled
20090,INN20091,2,0,1,2,Meal Plan 1,0,Room_Type 1,3,2017,9,7,Online,0,0,0,130.33,2,Not_Canceled
6016,INN06017,3,0,2,3,Meal Plan 1,0,Room_Type 4,23,2018,4,10,Online,0,0,0,146.2,3,Not_Canceled
22536,INN22537,2,0,2,5,Meal Plan 1,0,Room_Type 4,84,2018,10,17,Online,0,0,0,132.3,1,Not_Canceled
34516,INN34517,1,0,0,2,Meal Plan 1,0,Room_Type 1,12,2018,10,12,Corporate,1,0,4,65.0,1,Not_Canceled
26579,INN26580,2,0,0,1,Not Selected,0,Room_Type 1,6,2018,3,4,Online,0,0,0,100.0,0,Not_Canceled
4907,INN04908,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105.0,0,Not_Canceled
3171,INN03172,2,0,0,3,Meal Plan 1,0,Room_Type 1,50,2018,1,14,Offline,0,0,0,52.0,1,Not_Canceled
24486,INN24487,1,0,1,0,Meal Plan 1,0,Room_Type 1,35,2018,9,26,Offline,0,0,0,99.0,0,Not_Canceled
214,INN00215,2,0,2,2,Meal Plan 1,0,Room_Type 1,119,2018,8,13,Online,0,0,0,114.3,1,Not_Canceled
34100,INN34101,2,0,2,4,Meal Plan 1,0,Room_Type 1,53,2018,11,13,Online,0,0,0,88.4,1,Not_Canceled
8182,INN08183,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130.0,0,Canceled
32933,INN32934,2,0,0,3,Not Selected,0,Room_Type 1,1,2018,8,3,Online,0,0,0,139.0,2,Not_Canceled
3178,INN03179,2,0,2,3,Meal Plan 1,0,Room_Type 1,46,2018,11,18,Online,0,0,0,68.07,5,Not_Canceled
22096,INN22097,2,0,0,2,Meal Plan 2,0,Room_Type 1,30,2017,9,30,Offline,0,0,0,121.0,0,Not_Canceled
7726,INN07727,1,0,2,2,Meal Plan 1,0,Room_Type 1,115,2018,2,27,Offline,0,0,0,76.0,0,Not_Canceled
26426,INN26427,2,0,1,2,Meal Plan 1,0,Room_Type 1,57,2018,6,10,Offline,0,0,0,90.67,1,Not_Canceled
22921,INN22922,2,0,2,3,Meal Plan 1,0,Room_Type 4,256,2018,10,16,Online,0,0,0,103.7,0,Canceled
31346,INN31347,2,0,0,1,Not Selected,0,Room_Type 1,18,2018,4,8,Online,0,0,0,89.0,1,Not_Canceled
6144,INN06145,2,0,1,3,Meal Plan 1,0,Room_Type 1,16,2017,10,1,Online,0,0,0,111.75,2,Not_Canceled
26723,INN26724,2,0,1,4,Meal Plan 1,0,Room_Type 1,127,2018,11,2,Online,0,0,0,90.0,3,Not_Canceled
9535,INN09536,2,0,0,2,Meal Plan 1,0,Room_Type 1,301,2018,11,18,Offline,0,0,0,52.0,0,Canceled
22103,INN22104,2,0,2,2,Not Selected,0,Room_Type 1,18,2018,12,2,Online,0,0,0,83.04,1,Not_Canceled
24044,INN24045,2,0,2,3,Not Selected,0,Room_Type 1,128,2018,7,8,Online,0,0,0,96.05,2,Not_Canceled
35057,INN35058,2,0,0,4,Meal Plan 1,0,Room_Type 1,253,2018,5,4,Offline,0,0,0,90.0,0,Canceled
